budget,genres,popularity,revenue,runtime,vote_average,vote_count,director,release_month,release_DOW,log_revenue,log_budget,has_homepage
60.0,3,51.146047,124.596398,100.0,7.3,1386,490,5.0,5.0,4.833073575278918,4.110873864173311,1
60.0,17,20.501582,163.403799,91.0,4.9,950,800,11.0,3.0,5.1023255906275935,4.110873864173311,1
70.0,1,45.299089,130.293714,146.0,7.3,1553,1336,1.0,2.0,4.8774369050674995,4.2626798770413155,0
50.0,4,4.280619,61.112916,98.0,4.5,137,146,9.0,6.0,4.1289539544306635,3.9318256327243257,1
60.0,4,28.848842,170.26875,101.0,5.6,644,1311,5.0,0.0,5.143233960199941,4.110873864173311,0
60.0,8,22.501041,129.832389,89.0,5.5,575,145,1.0,2.0,4.87391703069391,4.110873864173311,0
66.0,9,47.479755,99.318987,122.0,6.5,2225,466,2.0,2.0,4.608354979146228,4.204692619390966,1
70.0,7,10.147321,56.702901,115.0,6.1,109,1255,5.0,6.0,4.055307449546554,4.2626798770413155,0
60.0,8,39.539045,107.139399,90.0,6.7,789,1158,3.0,3.0,4.68342112632791,4.110873864173311,1
60.0,1,19.747459,159.33028,124.0,6.1,527,860,1.0,2.0,5.077235937597275,4.110873864173311,0
60.0,1,29.018826,96.269812,119.0,5.9,581,660,1.0,2.0,4.5774886841150115,4.110873864173311,0
60.0,2,16.493576,50.877145,93.0,5.8,258,1112,1.0,2.0,3.94887832709359,4.110873864173311,1
60.0,1,13.080725,104.324083,100.0,5.6,210,430,1.0,2.0,4.657042101442181,4.110873864173311,0
60.0,1,42.538258,50.549107,105.0,5.9,1173,731,1.0,2.0,3.9425348873255333,4.110873864173311,0
60.0,7,29.876507,101.134059,124.0,6.4,1581,293,1.0,2.0,4.626286254264469,4.110873864173311,1
60.0,1,61.849521,205.754447,99.0,5.8,1621,86,2.0,2.0,5.331531842741408,4.110873864173311,1
70.0,16,37.44963,162.0,109.0,5.9,1365,568,12.0,3.0,5.093750200806762,4.2626798770413155,0
61.0,1,37.378081,95.696996,124.0,6.9,1462,75,1.0,2.0,4.5715823368267685,4.127134385045092,1
60.0,3,30.656345,108.25577,97.0,6.6,668,74,10.0,3.0,4.693691647226364,4.110873864173311,0
75.0,7,15.142701,46.683377,104.0,6.3,338,464,1.0,2.0,3.8645828465913095,4.330733340286331,0
60.0,2,59.547928,469.160692,100.0,7.5,3070,1027,6.0,0.0,6.153074534142686,4.110873864173311,1
60.0,2,27.615108,43.061982,101.0,6.0,669,1087,12.0,5.0,3.785597324475016,4.110873864173311,0
60.0,5,29.041198,105.200903,113.0,6.2,1778,1143,10.0,1.0,4.665332611596549,4.110873864173311,1
60.0,4,25.293538,62.3579,97.0,4.6,524,478,1.0,2.0,4.148799603017504,4.110873864173311,0
60.0,7,23.85119,122.233971,134.0,7.0,1125,214,10.0,0.0,4.814084751726872,4.110873864173311,1
60.0,1,21.685719,87.784194,127.0,6.7,484,741,1.0,2.0,4.4862086386595506,4.110873864173311,1
78.146652,15,13.630049,60.0,125.0,5.7,201,1332,1.0,2.0,4.110873864173311,4.371302486000916,1
65.0,4,6.80692,36.850101,94.0,5.1,80,340,11.0,1.0,3.633633648307903,4.189654742026425,0
60.0,1,15.352807,77.920346,108.0,5.8,225,213,1.0,2.0,4.368439065331322,4.110873864173311,0
70.0,16,23.661071,104.945765,91.0,5.6,556,683,1.0,2.0,4.662927312230662,4.2626798770413155,1
60.0,16,21.605533,67.312826,117.0,6.1,479,1258,1.0,2.0,4.224097538112013,4.110873864173311,0
60.0,5,22.620125,119.940815,100.0,5.8,391,604,2.0,6.0,4.795301293701144,4.110873864173311,0
80.0,5,24.657931,74.901339,117.0,6.2,487,832,1.0,2.0,4.329434325879701,4.394449154672439,0
60.0,12,12.621769,33.956608,110.0,5.8,130,1010,10.0,2.0,3.5541075209084636,4.110873864173311,0
60.0,4,21.08952,55.003135,96.0,5.7,380,478,6.0,2.0,4.025407671311065,4.110873864173311,0
60.0,1,18.380176,73.174566,101.0,5.9,375,662,11.0,6.0,4.306421315131794,4.110873864173311,1
60.0,7,17.299333,31.720158,109.0,6.6,234,603,1.0,2.0,3.487991340573743,4.110873864173311,1
80.0,9,16.848899,39.459427,126.0,6.3,251,1108,2.0,4.0,3.700299669503873,4.394449154672439,0
60.0,7,21.547446,47.383689,122.0,7.4,797,157,1.0,2.0,3.8791627527917005,4.110873864173311,0
60.0,1,36.689223,71.073932,101.0,4.7,549,767,1.0,2.0,4.277692425516657,4.110873864173311,1
60.0,1,28.350927,78.309131,87.0,5.4,692,1175,5.0,3.0,4.373353267031039,4.110873864173311,1
60.0,8,18.815442,26.28832,86.0,6.6,372,1300,2.0,4.0,3.3064587718139307,4.110873864173311,1
60.0,12,29.787135,26.673242,96.0,6.5,742,993,1.0,2.0,3.3204659535417966,4.110873864173311,0
60.0,7,8.927137,52.3224,104.0,6.1,204,1323,1.0,2.0,3.976356505550345,4.110873864173311,0
50.0,7,15.213484,49.111202,121.0,5.7,287,141,1.0,2.0,3.9142445759120426,3.9318256327243257,0
60.0,1,13.155999,17.8,140.0,6.3,271,1331,1.0,2.0,2.9338568698359038,4.110873864173311,0
72.0,1,15.433244,27.642707,131.0,7.0,285,1119,1.0,2.0,3.35489885578231,4.290459441148391,0
90.0,12,5.762037,14.828081,91.0,4.9,109,1363,1.0,2.0,2.761785641023351,4.51085950651685,0
60.0,7,22.736038,30.800231,118.0,6.0,487,11,1.0,2.0,3.4594735539106907,4.110873864173311,1
60.0,1,45.514031,90.565421,130.0,6.2,1602,474,1.0,2.0,4.517053700409022,4.110873864173311,1
60.0,4,18.676291,50.650079,90.0,5.0,371,146,8.0,3.0,3.9444917250901312,4.110873864173311,1
30.0,7,14.376463,25.473093,105.0,5.3,274,1365,1.0,2.0,3.2761288586759836,3.4339872044851463,0
60.0,2,27.018886,57.490374,106.0,6.0,592,504,11.0,2.0,4.068862193689919,4.110873864173311,1
60.0,1,14.84856,39.031337,103.0,4.7,320,398,1.0,2.0,3.6896625723967538,4.110873864173311,1
60.0,4,52.417529,30.41856,106.0,5.4,1055,284,1.0,2.0,3.4473988010961225,4.110873864173311,1
68.49,1,4.72629,193.677158,120.0,6.0,24,1207,1.0,2.0,5.271342586543513,4.241182857326236,1
80.0,1,8.923215,10.166502,132.0,6.8,91,620,12.0,3.0,2.412918403785527,4.394449154672439,0
58.0,1,514.569956,783.112979,108.0,7.4,10995,1301,9.0,4.0,6.664553115835502,4.07753744390572,1
58.8,18,87.53437,542.307423,133.0,7.4,4469,214,11.0,2.0,6.297675316265541,4.091005660956586,1
58.0,2,45.351617,158.162788,103.0,6.2,995,1090,5.0,4.0,5.069927502369369,4.07753744390572,1
58.0,4,13.43573,102.854431,95.0,6.5,579,830,1.0,2.0,4.6429902167205155,4.07753744390572,0
83.0,16,6.248309,59.468275,90.0,4.4,134,145,1.0,2.0,4.102118847336145,4.430816798843313,1
63.0,1,31.294717,189.015611,102.0,5.7,690,1014,1.0,2.0,5.247106231943174,4.1588830833596715,0
58.0,4,7.739276,41.299492,114.0,5.7,130,434,1.0,2.0,3.744775076523853,4.07753744390572,1
58.0,4,14.403696,85.28025,103.0,5.1,276,807,1.0,2.0,4.457600719059641,4.07753744390572,0
58.0,4,1.551497,44.0,119.0,6.1,1658,1194,7.0,5.0,3.8066624897703196,4.07753744390572,1
60.0,1,2.143764,300.228084,97.0,5.8,1363,993,9.0,3.0,5.707867731950971,4.110873864173311,1
58.0,7,12.29603,50.365377,125.0,5.9,178,69,1.0,2.0,3.9389643462694437,4.07753744390572,1
57.0,7,33.8473,152.94466,144.0,7.2,1374,1279,1.0,2.0,5.036593187182362,4.060443010546419,0
70.0,4,21.723897,58.058367,116.0,5.5,453,1178,1.0,2.0,4.0785262260859,4.2626798770413155,1
57.0,9,31.791979,115.267375,103.0,6.4,535,1088,1.0,2.0,4.75589249566467,4.060443010546419,0
60.0,1,14.113066,61.347797,97.0,6.0,226,139,12.0,5.0,4.13272833870311,4.110873864173311,1
57.0,1,48.622278,149.217355,95.0,4.7,1135,147,10.0,2.0,5.012083278593865,4.060443010546419,1
57.0,7,9.061866,62.112895,131.0,5.5,145,638,1.0,2.0,4.144925106830531,4.060443010546419,1
56.0,1,35.4763,113.00688,95.0,5.8,842,5,4.0,6.0,4.736258797450647,4.04305126783455,1
56.0,2,23.438398,57.22389,86.0,6.0,381,736,2.0,2.0,4.06429575161273,4.04305126783455,0
55.0,4,138.133331,677.945399,142.0,8.2,7927,1117,6.0,1.0,6.520540710481441,4.02535169073515,0
60.0,4,47.336034,361.366633,92.0,5.5,1177,1299,1.0,2.0,5.892656497634104,4.110873864173311,1
55.0,4,29.97224,330.444045,108.0,6.6,1698,561,6.0,5.0,5.803459002015215,4.02535169073515,0
55.0,2,47.845589,346.079773,81.0,6.7,1457,905,1.0,2.0,5.849554646897185,4.02535169073515,0
55.0,1,48.507081,300.218018,143.0,6.9,1022,1065,1.0,2.0,5.707834314853682,4.02535169073515,0
54.0,9,20.28119,128.769345,95.0,5.4,702,1323,1.0,2.0,4.865758605344862,4.007333185232471,0
70.0,4,34.576913,368.10042,118.0,6.4,1665,62,10.0,6.0,5.911068747938312,4.2626798770413155,0
55.0,4,36.194802,231.449203,103.0,6.0,1129,582,1.0,2.0,5.448671719436373,4.02535169073515,0
55.0,1,52.786917,95.0,134.0,7.6,2454,982,10.0,3.0,4.564348191467836,4.02535169073515,1
55.0,4,38.06168,152.26388,97.0,5.9,1122,1194,8.0,2.0,5.0321611416774985,4.02535169073515,1
50.0,9,19.830132,287.928194,100.0,6.0,1019,133,1.0,2.0,5.666178193572401,3.9318256327243257,0
55.0,17,79.922059,192.330738,132.0,7.1,2954,75,1.0,2.0,5.26440239064432,4.02535169073515,0
55.0,4,19.738215,154.906693,105.0,5.6,485,1369,1.0,2.0,5.049257706508467,4.02535169073515,1
53.0,1,20.334629,157.387195,116.0,7.0,498,1336,12.0,1.0,5.065042636466161,3.9889840465642745,0
55.0,7,80.581367,307.077295,117.0,7.7,2525,410,1.0,2.0,5.730350709281143,4.02535169073515,1
55.0,17,32.05145,223.387299,98.0,6.1,772,1111,1.0,2.0,5.413373572224964,4.02535169073515,0
55.0,7,15.064058,214.015089,123.0,5.9,210,91,9.0,0.0,5.370708207060413,4.02535169073515,0
55.0,7,21.272734,198.685114,114.0,6.4,529,133,10.0,6.0,5.296741695830671,4.02535169073515,0
30.0,1,79.754966,180.949,111.0,7.7,4949,1039,10.0,4.0,5.203726428027677,3.4339872044851463,1
30.0,1,50.622607,152.159461,136.0,7.6,3948,1039,1.0,2.0,5.031479607407289,3.4339872044851463,0
55.0,1,22.787667,63.408614,104.0,6.1,458,45,1.0,2.0,4.165247381929511,4.02535169073515,0
55.0,9,29.498304,149.02265,104.0,6.3,636,1117,1.0,2.0,5.010786282696904,4.02535169073515,0
55.0,2,25.400935,56.932305,110.0,6.2,735,1314,1.0,2.0,4.059275173717957,4.02535169073515,0
55.0,1,17.231675,121.969216,133.0,5.8,256,1258,1.0,2.0,4.811934047625283,4.02535169073515,0
55.0,4,32.835777,187.361754,94.0,5.7,751,830,1.0,2.0,5.238364337287827,4.02535169073515,1
55.0,1,17.097041,127.906624,104.0,6.3,461,1093,1.0,2.0,4.859088297298179,4.02535169073515,1
55.0,3,14.414937,110.0,91.0,5.7,254,592,1.0,2.0,4.709530201312334,4.02535169073515,0
50.0,16,45.856409,159.773545,114.0,6.2,1633,277,1.0,2.0,5.0799968220655,3.9318256327243257,0
55.0,11,7.027139,141.047179,134.0,5.9,120,15,1.0,2.0,4.956159248898495,4.02535169073515,1
55.0,1,32.657488,41.610884,122.0,6.7,658,625,1.0,2.0,3.7521097136003037,4.02535169073515,0
50.0,2,12.46525,75.0,109.0,6.4,236,1226,11.0,6.0,4.330733340286331,3.9318256327243257,0
55.0,8,39.882276,259.207227,95.0,7.0,883,985,1.0,2.0,5.561478340481317,4.02535169073515,1
68.0,4,39.395881,68.267862,98.0,5.3,881,12,1.0,2.0,4.237981046825981,4.23410650459726,0
55.0,7,8.634954,34.234008,94.0,6.0,189,1383,11.0,0.0,3.562011752558337,4.02535169073515,0
55.0,4,8.802525,33.828318,118.0,5.1,188,125,10.0,6.0,3.5504307915092728,4.02535169073515,0
60.0,3,23.700759,118.338361,88.0,6.4,374,1013,12.0,0.0,4.781962828130009,4.110873864173311,0
55.0,5,27.50916,113.020255,141.0,7.3,1131,214,1.0,2.0,4.73637610805068,4.02535169073515,1
50.0,1,20.58862,60.209334,107.0,5.3,284,49,2.0,3.0,4.114299694228715,3.9318256327243257,0
55.0,7,4.366488,18.626419,116.0,5.7,194,1336,1.0,2.0,2.9768765667870225,4.02535169073515,0
70.0,17,18.927463,154.648887,143.0,7.0,438,607,8.0,3.0,5.0476027462035225,4.2626798770413155,0
55.0,7,15.274137,74.237563,114.0,6.6,303,1195,9.0,6.0,4.320650614221935,4.02535169073515,0
62.0,1,29.954302,52.304001,93.0,5.4,703,721,1.0,2.0,3.976011394020554,4.143134726391533,0
56.0,7,4.362535,12.923936,214.0,6.1,48,1138,1.0,2.0,2.6336093735582784,4.04305126783455,0
55.0,1,4.700024,11.466088,100.0,5.2,62,1100,9.0,0.0,2.5230119975627696,4.02535169073515,0
50.0,4,14.808304,80.38329,112.0,6.2,316,524,1.0,2.0,4.399169969379864,3.9318256327243257,0
57.0,1,9.27875,28.283637,95.0,4.2,91,674,1.0,2.0,3.3770288958600054,4.060443010546419,1
55.0,7,22.863516,89.519773,119.0,6.9,573,1232,1.0,2.0,4.505568313029094,4.02535169073515,1
2.0,7,23.962109,9.25,153.0,7.3,395,1214,1.0,2.0,2.327277705584417,1.0986122886681098,0
55.0,1,12.669778,6.416302,96.0,5.3,123,589,4.0,0.0,2.0036805501960013,4.02535169073515,0
54.0,9,67.169587,155.010032,117.0,6.2,1528,466,1.0,2.0,5.049920312874193,4.007333185232471,1
55.0,7,41.472404,168.167691,123.0,7.5,2039,410,1.0,2.0,5.130890477401914,4.02535169073515,1
55.0,1,22.503935,9.489829,92.0,5.2,481,1363,1.0,2.0,2.350406121036064,4.02535169073515,0
54.0,5,59.194915,136.766062,162.0,7.1,1546,391,1.0,2.0,4.925557043776311,4.007333185232471,1
57.0,4,22.894898,52.034889,123.0,6.1,327,157,6.0,4.0,3.9709499799977626,4.060443010546419,0
54.0,4,18.600367,130.431368,108.0,5.4,407,72,1.0,2.0,4.878484799022263,4.007333185232471,1
54.0,1,30.515175,190.458706,127.0,6.5,629,1073,4.0,5.0,5.254672150903494,4.007333185232471,0
54.0,7,9.053456,7.266209,121.0,3.5,104,831,1.0,2.0,2.112176000067019,4.007333185232471,1
55.0,7,7.768223,9.450897,125.0,5.7,95,1255,10.0,0.0,2.3466878120475823,4.02535169073515,1
46.0,1,19.643365,107.196498,99.0,5.5,308,653,1.0,2.0,4.683948999899682,3.8501476017100584,0
53.0,3,45.565918,139.804348,94.0,7.4,1432,418,1.0,2.0,4.947371323928961,3.9889840465642745,0
52.5,7,57.374341,179.213434,127.0,7.4,1300,95,9.0,0.0,5.194141892894932,3.979681653901961,0
75.0,14,8.41856,54.249294,89.0,5.4,113,476,1.0,2.0,4.011855562035676,4.330733340286331,0
53.0,5,46.049902,98.837872,122.0,6.3,1242,1169,4.0,3.0,4.603547590291405,3.9889840465642745,0
90.0,18,23.9366,65.900249,132.0,6.7,526,214,1.0,2.0,4.20320268910035,4.51085950651685,0
53.0,7,49.593978,126.690726,109.0,7.2,1486,379,1.0,2.0,4.849611137065348,3.9889840465642745,0
67.0,17,16.637642,25.037897,191.0,6.8,459,1109,6.0,0.0,3.2595530537104107,4.219507705176107,0
52.0,7,73.944049,352.114312,141.0,7.7,3795,1254,1.0,2.0,5.866791834539999,3.970291913552122,1
40.0,17,38.306954,132.820716,157.0,6.7,1702,723,1.0,2.0,4.896500963811139,3.713572066704308,1
52.0,15,26.251217,204.999686,106.0,5.6,832,1024,1.0,4.0,5.327874644516575,3.970291913552122,1
52.0,4,30.780599,609.841637,108.0,6.4,1386,1033,3.0,4.0,6.414837738997571,3.970291913552122,0
52.0,4,25.41929,216.485654,125.0,5.7,1013,413,10.0,5.0,5.3821328897326834,3.970291913552122,1
50.0,1,15.98212,110.803676,104.0,5.1,316,559,5.0,6.0,4.716744440323572,3.9318256327243257,1
52.0,7,40.072583,98.126565,170.0,7.2,771,1286,1.0,2.0,4.596397467976661,3.970291913552122,0
52.0,4,32.015477,75.450437,112.0,5.9,736,273,5.0,6.0,4.336642648513084,3.970291913552122,1
82.0,4,24.444186,47.43443,118.0,6.9,435,916,1.0,2.0,3.8802109244597665,4.418840607796598,1
52.0,7,40.06688,116.112375,178.0,7.8,1307,837,1.0,2.0,4.763133943926967,3.970291913552122,0
52.0,1,27.916284,52.826594,92.0,6.1,675,1035,5.0,6.0,3.9857676573033336,3.970291913552122,1
51.0,4,39.001682,149.270999,116.0,6.1,927,125,1.0,2.0,5.012440324049076,3.9512437185814275,0
51.0,3,10.430832,72.779,90.0,5.3,225,1243,4.0,5.0,4.3010741382680555,3.9512437185814275,0
50.0,2,94.815867,709.827462,130.0,5.6,2436,190,1.0,2.0,6.566429730874632,3.9318256327243257,1
60.0,2,67.298732,484.409218,90.0,7.3,4056,46,1.0,2.0,6.184992283635463,4.110873864173311,1
50.2,16,26.60772,127.869379,106.0,6.5,1652,439,3.0,3.0,4.858799325479036,3.9357395320454622,1
48.0,2,28.803729,390.493908,143.0,6.6,909,743,1.0,2.0,5.969969954645677,3.8918202981106265,0
50.0,4,27.039636,273.552592,139.0,6.7,913,157,6.0,2.0,5.6151428345836125,3.9318256327243257,0
50.0,4,68.87691,549.368315,106.0,6.3,4697,1185,1.0,2.0,6.31058771773824,3.9318256327243257,1
50.0,4,37.885022,314.178011,139.0,7.2,915,533,1.0,2.0,5.753137593494401,3.9318256327243257,0
50.0,4,35.537397,202.292902,115.0,7.0,832,1323,1.0,2.0,5.314647806104481,3.9318256327243257,0
50.0,4,38.125008,173.649015,119.0,6.0,923,2,1.0,2.0,5.162778331385806,3.9318256327243257,0
50.0,4,18.121404,171.269535,96.0,5.6,644,1247,1.0,2.0,5.149060314203459,3.9318256327243257,0
50.0,17,37.069253,260.095987,112.0,6.6,2435,514,8.0,5.0,5.564888105996775,3.9318256327243257,1
52.0,7,30.347332,256.271286,131.0,7.1,716,1253,1.0,2.0,5.5501311157030795,3.970291913552122,1
50.0,4,23.854701,177.371441,116.0,6.3,850,340,7.0,2.0,5.183868123250368,3.9318256327243257,0
50.0,5,52.380982,188.441614,112.0,7.0,3319,1027,5.0,1.0,5.24408087150732,3.9318256327243257,1
60.0,12,50.163785,223.664608,123.0,7.2,1516,930,11.0,4.0,5.414608658997467,4.110873864173311,0
70.0,4,43.849351,225.990978,104.0,6.4,1813,1024,9.0,4.0,5.4249102721981775,4.2626798770413155,0
50.0,1,45.318703,216.972543,107.0,6.2,1650,1053,1.0,2.0,5.384369105315495,3.9318256327243257,1
50.0,4,38.616744,242.786137,96.0,5.8,854,1178,1.0,2.0,5.496291353248339,3.9318256327243257,1
50.0,9,65.90161,212.902372,125.0,5.6,1652,1091,1.0,2.0,5.365519705320937,3.9318256327243257,1
45.0,5,45.220386,184.376254,129.0,7.3,1630,1210,1.0,2.0,5.222387565101433,3.828641396489095,1
90.0,7,17.457947,161.626121,100.0,6.7,548,142,5.0,6.0,5.09145382996802,4.51085950651685,0
50.0,1,10.755847,152.022101,109.0,5.0,213,397,9.0,2.0,5.030582361940789,3.9318256327243257,0
50.0,7,38.629763,120.081841,124.0,6.5,909,157,1.0,2.0,4.796466688861183,3.9318256327243257,1
50.0,1,32.693093,155.446362,121.0,5.9,1486,29,1.0,2.0,5.0527132164089235,3.9318256327243257,1
50.0,4,18.806031,88.715192,97.0,5.5,399,1314,10.0,1.0,4.49664011927269,3.9318256327243257,0
50.0,7,32.233713,161.451538,110.0,5.4,632,493,1.0,2.0,5.090379729598763,3.9318256327243257,0
50.0,4,37.990705,142.851197,118.0,7.0,2443,452,1.0,2.0,4.96877941113082,3.9318256327243257,1
50.0,3,17.667826,200.804534,80.0,5.2,820,1008,10.0,2.0,5.3072995754570025,3.9318256327243257,0
50.0,7,46.180421,110.206216,133.0,7.0,1381,107,1.0,2.0,4.711386279534751,3.9318256327243257,1
50.0,1,30.397496,189.85956,127.0,6.3,513,1390,10.0,1.0,5.25153786963174,3.9318256327243257,0
50.0,1,83.295796,222.8096,106.0,6.8,2268,558,1.0,2.0,5.410795690400201,3.9318256327243257,0
50.0,2,23.935053,106.303988,98.0,5.5,509,59,12.0,3.0,4.675665815767978,3.9318256327243257,0
54.0,1,84.630969,132.511035,132.0,7.7,4442,537,1.0,2.0,4.894184133600253,4.007333185232471,1
50.0,1,16.251204,88.323487,115.0,6.0,692,273,6.0,0.0,4.492264465618806,3.9318256327243257,0
50.0,2,9.894346,69.834815,86.0,6.2,106,844,10.0,0.0,4.26035061712465,3.9318256327243257,0
50.0,4,12.050755,66.002004,101.0,5.1,542,64,1.0,2.0,4.204722529391419,3.9318256327243257,0
50.0,17,11.596207,100.020092,113.0,6.0,220,417,1.0,2.0,4.615319427750242,3.9318256327243257,0
50.0,9,53.02787,224.803475,88.0,5.7,3239,1329,1.0,2.0,5.4196650413225615,3.9318256327243257,1
50.0,17,14.382253,119.137784,124.0,6.3,276,6,10.0,5.0,4.7886392841045735,3.9318256327243257,0
50.0,1,43.450266,144.49283,109.0,5.9,1567,233,1.0,2.0,4.980126807046814,3.9318256327243257,1
50.0,7,16.871194,94.0,128.0,6.3,451,1223,1.0,2.0,4.553876891600541,3.9318256327243257,1
50.0,1,42.526529,69.41137,144.0,7.0,938,859,1.0,2.0,4.254354755805177,3.9318256327243257,1
50.0,15,34.890999,97.437106,95.0,7.3,755,684,1.0,4.0,4.58941782647226,3.9318256327243257,1
45.0,17,18.186026,82.8,105.0,5.6,267,1075,10.0,0.0,4.428433007488037,3.828641396489095,0
50.0,5,13.576765,50.06831,121.0,6.4,223,214,1.0,2.0,3.933164148277269,3.9318256327243257,0
50.0,1,19.434672,48.169156,125.0,6.0,395,1083,1.0,2.0,3.8952665163385585,3.9318256327243257,0
50.0,7,62.925175,109.423648,129.0,7.5,1506,277,12.0,1.0,4.70432431380338,3.9318256327243257,0
50.0,12,32.927994,97.607453,125.0,6.3,1067,200,1.0,2.0,4.591146846987237,3.9318256327243257,1
50.0,4,39.920035,234.989584,113.0,6.1,1611,666,4.0,2.0,5.4637876684583855,3.9318256327243257,1
50.0,1,28.725621,44.547681,140.0,6.8,582,379,1.0,2.0,3.818759711323236,3.9318256327243257,0
50.0,1,20.566554,160.602194,89.0,5.8,817,1249,6.0,6.0,5.085137722727505,3.9318256327243257,0
50.0,1,20.333953,119.208989,104.0,5.5,434,634,1.0,2.0,4.78923180299879,3.9318256327243257,0
50.0,4,33.98637,41.482207,106.0,6.2,652,599,1.0,2.0,3.749085329444769,3.9318256327243257,0
50.0,7,42.472324,83.719388,141.0,7.2,1417,273,8.0,6.0,4.439344477471026,3.9318256327243257,1
45.0,12,29.880122,129.394835,94.0,6.1,1267,32,10.0,5.0,4.870567039812394,3.828641396489095,0
50.0,4,28.803802,40.20302,108.0,6.1,750,96,10.0,0.0,3.71851155463997,3.9318256327243257,0
50.0,17,14.993459,55.495563,105.0,6.1,298,159,3.0,0.0,4.034162104095225,3.9318256327243257,0
50.0,1,9.114168,49.0,102.0,4.5,104,1251,1.0,2.0,3.912023005428146,3.9318256327243257,0
50.0,2,12.31101,69.425966,92.0,4.4,269,1109,10.0,3.0,4.254562030388278,3.9318256327243257,1
40.0,7,41.362082,144.056873,119.0,6.3,1233,255,11.0,3.0,4.977125893105649,3.713572066704308,0
50.0,7,13.298205,49.718611,119.0,5.9,189,413,1.0,2.0,3.926292924107289,3.9318256327243257,0
40.0,1,19.085403,60.462347,99.0,6.2,371,537,1.0,2.0,4.118424743412201,3.713572066704308,1
50.0,7,11.106006,113.309743,115.0,4.4,205,47,1.0,2.0,4.738911807762918,3.9318256327243257,0
50.0,8,12.25622,83.761844,87.0,5.0,149,1314,4.0,1.0,4.439845488708518,3.9318256327243257,1
50.0,7,13.365715,105.197635,129.0,5.8,510,214,1.0,2.0,4.6653018392566725,3.9318256327243257,1
50.0,5,16.167093,56.714147,120.0,6.0,268,88,1.0,2.0,4.055502325437602,3.9318256327243257,0
50.0,1,23.073933,30.303072,132.0,6.0,387,1065,6.0,5.0,3.4437162396948655,3.9318256327243257,0
50.0,5,6.567065,82.169884,121.0,6.0,654,1021,6.0,5.0,4.420885311145946,3.9318256327243257,1
50.0,4,6.22577,58.900031,95.0,5.9,75,1095,1.0,2.0,4.092677022650485,3.9318256327243257,0
44.0,1,42.933027,63.327201,125.0,6.0,1817,55,1.0,2.0,4.163982574449894,3.8066624897703196,0
50.0,1,19.226763,42.792561,98.0,6.2,286,641,1.0,2.0,3.779463962775275,3.9318256327243257,0
50.0,5,10.089065,26.199517,110.0,6.1,206,214,4.0,0.0,3.303199215791347,3.9318256327243257,0
50.0,7,13.391833,60.161391,118.0,6.0,368,1324,3.0,0.0,4.113516124425512,3.9318256327243257,1
50.0,1,21.637234,42.277365,97.0,5.6,373,617,9.0,6.0,3.767629750060035,3.9318256327243257,1
70.0,2,61.245957,23.159305,86.0,7.6,1436,130,6.0,1.0,3.1846696060965574,4.2626798770413155,1
50.0,2,25.237969,34.808403,119.0,7.1,775,1371,10.0,1.0,3.5781825865344588,3.9318256327243257,0
50.0,18,21.589393,25.03595,139.0,6.6,428,421,1.0,2.0,3.259478275290414,3.9318256327243257,1
50.0,7,22.442241,38.955598,130.0,7.3,480,15,1.0,2.0,3.6877687875521166,3.9318256327243257,0
50.0,1,74.64653,71.561644,114.0,6.3,1148,558,11.0,1.0,4.284436462661569,3.9318256327243257,0
51.5,17,35.481169,55.112356,100.0,7.2,848,272,1.0,2.0,4.0273560378316455,3.960813169597578,1
50.0,1,14.723467,44.434439,110.0,5.8,458,654,1.0,2.0,3.8162703857617384,3.9318256327243257,0
60.0,2,21.084542,66.976317,148.0,6.2,367,791,1.0,2.0,4.219159365100982,4.110873864173311,0
49.9,4,21.408222,26.121638,102.0,5.2,501,280,8.0,3.0,3.3003318594783835,3.929862923556477,1
50.0,7,19.267479,38.50234,84.0,5.8,391,590,1.0,2.0,3.6763599106587557,3.9318256327243257,0
50.0,1,3.314004,10.541523,114.0,5.9,81,223,7.0,4.0,2.4459512281084907,3.9318256327243257,0
50.0,1,21.312186,16.671505,99.0,5.8,274,976,1.0,4.0,2.871953455313566,3.9318256327243257,0
50.0,7,7.44268,10.382407,135.0,5.5,108,1132,1.0,2.0,2.4320689177563475,3.9318256327243257,0
22.0,7,12.54949,24.188922,108.0,6.5,235,343,1.0,2.0,3.2264042946889715,3.1354942159291497,1
50.0,1,18.394571,22.944502,127.0,6.0,444,1336,1.0,2.0,3.1757387359169913,3.9318256327243257,0
50.0,1,8.189406,9.85161,95.0,5.2,44,1383,1.0,2.0,2.3843134560749664,3.9318256327243257,0
50.0,1,27.631262,40.82854,95.0,5.6,760,147,3.0,0.0,3.7335788816654407,3.9318256327243257,1
60.0,9,40.721373,60.052138,124.0,5.6,984,1072,1.0,2.0,4.111728220418532,4.110873864173311,0
50.0,4,37.253774,55.969,100.0,4.7,797,103,6.0,3.0,4.042507260240125,3.9318256327243257,1
50.0,4,6.397388,6.80855,88.0,5.0,76,433,1.0,2.0,2.0552192872037414,3.9318256327243257,0
50.0,9,30.387148,28.931401,105.0,5.3,600,975,1.0,2.0,3.398908129990607,3.9318256327243257,1
50.0,1,8.139676,12.764201,97.0,3.9,112,57,1.0,2.0,2.622071091141597,3.9318256327243257,0
49.0,1,21.746245,72.7,87.0,5.7,437,543,2.0,6.0,4.300002799195291,3.912023005428146,0
